student_id,name,usn,semester,branch,attendance_pct,assignment_score,cie1_score,cie2_score,lab_exam_score,viva_score,subject_code,subject_name
S007,Arjun Patil,1VT21RAI007,4,RAI,100,12.7,27.4,41.8,39.3,12.6,21RAI43,Fundamentals of AI for Robotics
S007,Arjun Patil,1VT21RAI007,4,RAI,97.9,13.8,30.8,43.9,22.9,15,21RAI44,Python Programming
S007,Arjun Patil,1VT21RAI007,4,RAI,100,18.6,32.7,40.8,44.9,16.8,21RAIL46,CAMD Lab
S008,Meera Iyer,1VT21RAI008,4,RAI,70.6,13.6,29.4,33,24.1,10.8,21RAI41,Operation Research
S008,Meera Iyer,1VT21RAI008,4,RAI,91.6,17.7,40.2,34.1,28.3,15.8,21RAI42,Instrumentation & Measurements
S008,Meera Iyer,1VT21RAI008,4,RAI,77.2,11.8,24.8,30,24.9,10.1,21RAI43,Fundamentals of AI for Robotics
S008,Meera Iyer,1VT21RAI008,4,RAI,78.5,12.1,32.5,39.9,29.2,13.7,21RAI44,Python Programming
S008,Meera Iyer,1VT21RAI008,4,RAI,62.3,12.9,22.3,31.4,38.4,10.6,21RAIL46,CAMD Lab
S009,Vikram Singh,1VT21RAI009,4,RAI,81,11,28.5,30.7,34,9,21RAI41,Operation Research
S009,Vikram Singh,1VT21RAI009,4,RAI,97.7,20,42.6,42,42.2,16,21RAI42,Instrumentation & Measurements
S009,Vikram Singh,1VT21RAI009,4,RAI,96,18.7,43.9,36.2,35.6,13.6,21RAI43,Fundamentals of AI for Robotics
S009,Vikram Singh,1VT21RAI009,4,RAI,93.1,14.9,34.1,45.8,36.5,13.1,21RAI44,Python Programming
S009,Vikram Singh,1VT21RAI009,4,RAI,92.3,17.1,37,33.2,40.9,10.9,21RAIL46,CAMD Lab
S010,Ananya Joshi,1VT21RAI010,4,RAI,67.2,10.7,18.8,18.9,23.7,1.5,21RAI41,Operation Research
S010,Ananya Joshi,1VT21RAI010,4,RAI,60,9.8,16.1,13.5,22.2,5,21RAI42,Instrumentation & Measurements
S010,Ananya Joshi,1VT21RAI010,4,RAI,63.4,8.5,23,22.4,25.9,7.1,21RAI43,Fundamentals of AI for Robotics
S010,Ananya Joshi,1VT21RAI010,4,RAI,55.2,5.6,30.6,12.9,20.9,5.1,21RAI44,Python Programming
S010,Ananya Joshi,1VT21RAI010,4,RAI,59.3,5.3,12.9,12.9,24.6,4.9,21RAIL46,CAMD Lab
S011,Rahul Verma,1VT21RAI011,4,RAI,87.3,17.9,32,37.1,28.2,14.2,21RAI41,Operation Research
S011,Rahul Verma,1VT21RAI011,4,RAI,92.5,15.6,32.9,36.9,32.1,15.9,21RAI42,Instrumentation & Measurements
S011,Rahul Verma,1VT21RAI011,4,RAI,96.8,13.5,33.4,37.6,36.8,15.5,21RAI43,Fundamentals of AI for Robotics
S011,Rahul Verma,1VT21RAI011,4,RAI,96.5,14.1,23.4,33.1,17.5,10.5,21RAI44,Python Programming
S011,Rahul Verma,1VT21RAI011,4,RAI,85,13.7,29.3,30.3,45.6,14.6,21RAIL46,CAMD Lab
S012,Pooja Pillai,1VT21RAI012,4,RAI,70.3,10.9,32.2,15.3,33.7,6,21RAI41,Operation Research
S012,Pooja Pillai,1VT21RAI012,4,RAI,76.5,15.4,18.7,24.4,30,7.8,21RAI42,Instrumentation & Measurements
S012,Pooja Pillai,1VT21RAI012,4,RAI,75.4,10.5,25.4,18.3,21.6,8.6,21RAI43,Fundamentals of AI for Robotics
S012,Pooja Pillai,1VT21RAI012,4,RAI,76.4,11,19.2,20.7,28.8,5.7,21RAI44,Python Programming
S012,Pooja Pillai,1VT21RAI012,4,RAI,82.9,9.6,28.7,30.1,36.8,13,21RAIL46,CAMD Lab
S013,Aditya Bhat,1VT21RAI013,4,RAI,90.8,13.8,32.9,40,37.9,12.3,21RAI41,Operation Research
S013,Aditya Bhat,1VT21RAI013,4,RAI,97.4,15,33.4,39.8,36.2,11.6,21RAI42,Instrumentation & Measurements
S013,Aditya Bhat,1VT21RAI013,4,RAI,100,18.3,44.8,48.8,42.1,18.5,21RAI43,Fundamentals of AI for Robotics
S013,Aditya Bhat,1VT21RAI013,4,RAI,100,20,50,46.3,37.2,19.3,21RAI44,Python Programming
S013,Aditya Bhat,1VT21RAI013,4,RAI,100,17.3,37.8,39.1,48.6,11.3,21RAIL46,CAMD Lab
S014,Lakshmi Subramaniam,1VT21RAI014,4,RAI,58.5,5.2,15.3,17.2,13.7,9.4,21RAI41,Operation Research
S014,Lakshmi Subramaniam,1VT21RAI014,4,RAI,49.1,7.6,11.3,16.4,12.6,2,21RAI42,Instrumentation & Measurements
S014,Lakshmi Subramaniam,1VT21RAI014,4,RAI,55.4,9,11.7,19.9,22,7.9,21RAI43,Fundamentals of AI for Robotics
S014,Lakshmi Subramaniam,1VT21RAI014,4,RAI,70,11.6,16.4,19.7,11.9,7.8,21RAI44,Python Programming
S014,Lakshmi Subramaniam,1VT21RAI014,4,RAI,62.9,8.9,8.1,11.8,17.3,4.2,21RAIL46,CAMD Lab
S015,Suresh Gowda,1VT21RAI015,4,RAI,82.7,8.5,16.4,32.7,22.1,8.7,21RAI41,Operation Research
S015,Suresh Gowda,1VT21RAI015,4,RAI,71.7,11.4,22,30.9,31.9,8.3,21RAI42,Instrumentation & Measurements
S015,Suresh Gowda,1VT21RAI015,4,RAI,95.5,16.2,33.6,42.8,46.1,14.8,21RAI43,Fundamentals of AI for Robotics
S015,Suresh Gowda,1VT21RAI015,4,RAI,97,18.6,33.6,35.5,38.1,10.3,21RAI44,Python Programming
S015,Suresh Gowda,1VT21RAI015,4,RAI,90,11.8,33,25.6,30.9,13.8,21RAIL46,CAMD Lab
S016,Nandini Rao,1VT21RAI016,4,RAI,100,20,36.4,49.4,35.4,15,21RAI41,Operation Research
S016,Nandini Rao,1VT21RAI016,4,RAI,100,13.6,42.2,44.6,43.2,14.3,21RAI42,Instrumentation & Measurements
S016,Nandini Rao,1VT21RAI016,4,RAI,90.2,20,41.3,34.6,43.6,15.1,21RAI43,Fundamentals of AI for Robotics
S016,Nandini Rao,1VT21RAI016,4,RAI,86.3,15.4,27.4,45.1,30.5,11.2,21RAI44,Python Programming
S016,Nandini Rao,1VT21RAI016,4,RAI,99.7,19.7,50,43.8,38.6,18.1,21RAIL46,CAMD Lab
S017,Deepak Hegde,1VT21RAI017,4,RAI,45.8,12.8,18.2,10.4,27.8,2.1,21RAI41,Operation Research
S017,Deepak Hegde,1VT21RAI017,4,RAI,46.4,7.9,11,14.1,27,6.4,21RAI42,Instrumentation & Measurements
S017,Deepak Hegde,1VT21RAI017,4,RAI,65,10,20.6,24.9,36.1,9.8,21RAI43,Fundamentals of AI for Robotics
S017,Deepak Hegde,1VT21RAI017,4,RAI,66.6,14.5,13.1,28.5,29.3,8.3,21RAI44,Python Programming
S017,Deepak Hegde,1VT21RAI017,4,RAI,51.1,10.5,20,10.4,25.3,4.5,21RAIL46,CAMD Lab
S018,Kavitha Krishnan,1VT21RAI018,4,RAI,84.7,12.8,27.1,34.4,33.7,8.7,21RAI41,Operation Research
S018,Kavitha Krishnan,1VT21RAI018,4,RAI,82.3,13.9,22,31.7,25.2,16.9,21RAI42,Instrumentation & Measurements
S018,Kavitha Krishnan,1VT21RAI018,4,RAI,77.7,13.2,21.4,32.1,40.7,8.6,21RAI43,Fundamentals of AI for Robotics
S018,Kavitha Krishnan,1VT21RAI018,4,RAI,82.8,14.1,37.1,36.4,27.7,14.9,21RAI44,Python Programming
S018,Kavitha Krishnan,1VT21RAI018,4,RAI,92.6,13.8,35.6,33.3,41.5,12.3,21RAIL46,CAMD Lab
S019,Sanjay Naik,1VT21RAI019,4,RAI,70.1,12.5,18.6,22.2,29.9,8.1,21RAI41,Operation Research
S019,Sanjay Naik,1VT21RAI019,4,RAI,89.5,8.5,21.5,31.3,16.6,5.1,21RAI42,Instrumentation & Measurements
S019,Sanjay Naik,1VT21RAI019,4,RAI,65.9,8.3,17.6,9.1,22.5,8.2,21RAI43,Fundamentals of AI for Robotics
S019,Sanjay Naik,1VT21RAI019,4,RAI,66.2,10.1,18.4,21.8,13.8,5.7,21RAI44,Python Programming
S019,Sanjay Naik,1VT21RAI019,4,RAI,67.2,8.4,13.9,17.9,8.6,7.5,21RAIL46,CAMD Lab
S020,Riya Fernandes,1VT21RAI020,4,RAI,91.5,11.5,36.5,33.1,31.5,12.7,21RAI41,Operation Research
S020,Riya Fernandes,1VT21RAI020,4,RAI,84,11.8,30.3,26.1,25.2,10.2,21RAI42,Instrumentation & Measurements
S020,Riya Fernandes,1VT21RAI020,4,RAI,74.9,12.6,32.3,27.5,25.5,11.4,21RAI43,Fundamentals of AI for Robotics
S020,Riya Fernandes,1VT21RAI020,4,RAI,63.3,10.8,20.7,22.9,20.2,7,21RAI44,Python Programming
S020,Riya Fernandes,1VT21RAI020,4,RAI,80.9,7.4,23.4,27.5,18.3,7.6,21RAIL46,CAMD Lab
S001,Aarav Sharma,1VT21RAI001,5,RAI,89.5,19.8,35.8,37.3,50,17.2,21RAI51,Mechatronics
S001,Aarav Sharma,1VT21RAI001,5,RAI,96.5,18.3,40.2,50,42.4,7.1,21RAI52,Design of Machine Elements
S001,Aarav Sharma,1VT21RAI001,5,RAI,91.2,16.8,39.1,37.8,33.8,17.9,21RAI53,Fuzzy Logic & Genetic Algorithms
S001,Aarav Sharma,1VT21RAI001,5,RAI,94.2,20,46,50,36.5,17.7,21RAI54,Micro Controller and Embedded Systems
S001,Aarav Sharma,1VT21RAI001,5,RAI,100,16.5,29.7,43.3,31.8,14.6,21RAIL55,Micro Controller Lab
S002,Priya Nair,1VT21RAI002,5,RAI,43.6,5.7,9.5,14.4,28.1,6.9,21RAI51,Mechatronics
S002,Priya Nair,1VT21RAI002,5,RAI,62.7,5,19.5,17.2,21.6,7.6,21RAI52,Design of Machine Elements
S002,Priya Nair,1VT21RAI002,5,RAI,58.8,8.1,27.2,15.7,27.2,7.3,21RAI53,Fuzzy Logic & Genetic Algorithms
S002,Priya Nair,1VT21RAI002,5,RAI,61.4,4.9,3.4,20.8,24.5,5.5,21RAI54,Micro Controller and Embedded Systems
S002,Priya Nair,1VT21RAI002,5,RAI,65.5,10.5,13.5,22.5,14.6,4.9,21RAIL55,Micro Controller Lab
S003,Rohan Desai,1VT21RAI003,5,RAI,65.8,12.5,12.5,17.3,15.4,8.9,21RAI51,Mechatronics
